ticket_id,channel,plan,region,ticket_text,priority,zs_guess,zs_confidence,category
CB-6122,phone,Team,APAC,Not sure if this is the right place but The plan comparison page and the checkout page show different prices. Thanks in advance.,normal,billing_plan,0.4242,billing_plan
CB-7337,in-app,Team,LATAM,"Hello, Typing in a long text field lags behind by half a second. Happens roughly half the time. Fairly low priority.",urgent,performance,0.9732,performance
CB-7301,in-app,Free,North America,Quick one: The table only renders after every image has loaded.,normal,bug_ui,0.7367,performance
CB-6734,in-app,Business,LATAM,How do I test a change without affecting the live dashboard?,normal,how_to,0.9271,how_to
CB-6158,chat,Free,EMEA,Not sure if this is the right place but We cannot tell from the invoice which team the seats belong to.,normal,billing_plan,0.8478,billing_plan
CB-6307,phone,Free,LATAM,The save confirmation appears even when the save failed. It worked fine last week. No rush on this one. Any help appreciated.,urgent,bug_ui,0.4218,bug_ui
CB-6461,chat,Business,APAC,Quick one: Our timezone setting is ignored on scheduled syncs.,low,bug_ui,0.8004,data_sync
CB-6685,chat,Free,North America,Hey Please support custom colour palettes for accessibility. I have cleared cache and tried incognito. Happy to jump on a call if easier.,low,feature_request,0.8909,feature_request
CB-6218,in-app,Enterprise,North America,The date picker will not let me select anything before 2024. Please treat as high priority. Thanks in advance.,low,bug_ui,0.631,bug_ui
CB-6963,phone,Business,APAC,Quick one: The integration works in sandbox but not in production.,normal,integrations,0.794,integrations
CB-6460,phone,Team,EMEA,Hey Timestamps are coming through seven hours off. Reproduced on two machines.,high,bug_ui,0.9066,data_sync
CB-6819,email,Business,North America,Following up: How do I set up a recurring data refresh? I have cleared cache and tried incognito. Fairly low priority.,low,how_to,0.9384,how_to
CB-6354,phone,Enterprise,LATAM,"Hi team, New columns we added upstream never appear here. Nothing changed on our side.",urgent,bug_ui,0.6614,data_sync
CB-7269,email,Business,LATAM,Second time asking about this. Large reports fail with a gateway timeout.,urgent,performance,0.8247,performance
CB-6490,email,Team,North America,not sure if this is the right place but currency amounts are off by a factor of one hundred,urgent,bug_ui,0.9764,data_sync
CB-6608,chat,Free,APAC,We would like row-level permissions. Nothing changed on our side. Screenshot attached.,urgent,login_access,0.5831,feature_request
CB-6435,phone,Free,EMEA,Sorry to bother you but Nested records are flattened in a way that loses information.,low,bug_ui,0.9456,data_sync
CB-6246,phone,Team,EMEA,Quick one: The percentage column shows values above one hundred. Thanks in advance.,normal,bug_ui,0.8982,bug_ui
CB-6525,phone,Free,LATAM,"Morning, Text fields are truncated at 255 characters.",low,bug_ui,0.5502,data_sync
CB-6616,email,Team,APAC,Hey We need a way to see which dashboards depend on a given field.,low,feature_request,0.7681,feature_request
CB-7255,phone,Enterprise,EMEA,The search box hangs for several seconds on every keystroke.,urgent,performance,0.9834,performance
CB-7328,email,Enterprise,LATAM,"Hello, The app is much slower in Firefox than in Chrome. It affects about a dozen people.",normal,performance,0.9722,performance
CB-6485,chat,Free,EMEA,hey timestamps are coming through seven hours off,normal,bug_ui,0.8161,data_sync
CB-6842,phone,Team,APAC,Raising this again: How do I change the aggregation from sum to average? It worked fine last week.,normal,how_to,0.9636,how_to
CB-6612,email,Team,EMEA,We want a way to flag a metric as deprecated. I have cleared cache and tried incognito. Thanks!,urgent,bug_ui,0.4552,feature_request
CB-6779,phone,Enterprise,North America,"Hi, How do I test a change without affecting the live dashboard? No rush on this one. Any help appreciated.",urgent,how_to,0.9617,how_to
CB-7296,phone,Enterprise,APAC,"Morning, The mobile app is unusably slow on anything other than wifi.",high,performance,0.9723,performance
CB-7310,phone,Team,EMEA,"Hi, Switching between workspaces takes twenty seconds. We are on the Team plan.",low,performance,0.9354,performance
CB-7104,in-app,Free,North America,Not sure if this is the right place but Our IP allowlist is blocking our own office after the ISP changed our range.,normal,bug_ui,0.9015,login_access
CB-7064,chat,Team,LATAM,The magic link always lands on a token invalid page. We need this resolved before month end.,high,login_access,0.3927,login_access
CB-6179,in-app,Enterprise,LATAM,Reporting on behalf of my team: The required field marker is missing on two fields. Happens roughly half the time.,low,bug_ui,0.8211,bug_ui
CB-7379,email,Team,LATAM,the page freezes completely while a filter applies,normal,performance,0.8968,performance
CB-7311,chat,Enterprise,APAC,Second time asking about this. The bulk import processes about one record per second. Happens roughly half the time. Thanks in advance.,normal,performance,0.4289,performance
CB-7312,email,Free,North America,Sorry to bother you but The search box hangs for several seconds on every keystroke.,high,performance,0.9805,performance
CB-7028,in-app,Business,APAC,Not sure if this is the right place but The service account hit a permission wall after your last update. This started yesterday. Please advise.,low,login_access,0.4585,integrations
CB-6230,email,Team,North America,Not sure if this is the right place but The checkbox in the header selects only the visible rows without saying so.,high,bug_ui,0.8899,bug_ui
CB-7229,phone,Free,North America,"Hi team, The mobile app is unusably slow on anything other than wifi.",normal,performance,0.9705,performance
CB-6340,in-app,Team,APAC,"Hi team, The empty state says loading forever when there is simply no data. Our admin has already tried the usual steps.",high,performance,0.822,bug_ui
CB-6928,phone,Free,APAC,The Salesforce connector disconnects every few hours. Happens roughly half the time. We need this resolved before month end.,low,performance,0.4915,integrations
CB-7380,chat,Team,APAC,"Hello, Our largest account cannot open its own dashboard at all.",normal,login_access,0.3511,performance
CB-7184,in-app,Business,North America,"Sorry to bother you but I cannot sign in, it says my password is wrong but I never changed it. Please advise.",low,login_access,0.9809,login_access
CB-7163,chat,Business,APAC,"Hi, Our whole team lost SSO access after the weekend maintenance. Let me know.",normal,login_access,0.8452,login_access
CB-7067,chat,Enterprise,North America,"Hello, Too many failed attempts and now the account is locked. Our admin has already tried the usual steps. Can someone take a look?",normal,login_access,0.9741,login_access
CB-6512,in-app,Team,APAC,"hi team, the sync order means related records arrive before their parents",high,bug_ui,0.6001,data_sync
CB-6239,email,Enterprise,LATAM,Following up: The calendar starts the week on the wrong day for our region. We are on the Team plan. We need this resolved before month end.,high,bug_ui,0.5257,bug_ui
CB-6200,in-app,Free,North America,Pasting into the search field adds a trailing space that breaks it. Not blocking but annoying. Let me know.,high,login_access,0.7494,bug_ui
CB-7376,phone,Team,APAC,Reporting on behalf of my team: Server response times spike every hour on the hour.,normal,performance,0.8522,performance
CB-6837,chat,Enterprise,EMEA,Following up: Is there a way to bulk edit records?,urgent,how_to,0.4441,how_to
CB-6496,in-app,Business,APAC,"morning, the sync brings in test records from our staging environment",high,integrations,0.5042,data_sync
CB-7081,phone,Business,LATAM,Reporting on behalf of my team: Logging in on a second device signs me out of the first.,normal,login_access,0.8445,login_access
CB-6319,in-app,Free,North America,The sort arrow points the opposite way to the actual sort.,normal,bug_ui,0.8785,bug_ui
CB-6806,chat,Enterprise,APAC,Raising this again: How do I give a contractor access that expires automatically? It worked fine last week. Fairly low priority.,urgent,how_to,0.945,how_to
CB-6244,phone,Business,LATAM,Not sure if this is the right place but The chart legend shows colours that do not match the bars. Nothing changed on our side.,urgent,bug_ui,0.9834,bug_ui
CB-6787,phone,Team,APAC,"Hello, What is the best way to structure folders for a large team?",urgent,how_to,0.9238,how_to
CB-6156,in-app,Business,APAC,hey we were charged twice this month for the same seats,urgent,billing_plan,0.9732,billing_plan
CB-6604,chat,Enterprise,North America,Sorry to bother you but Please let us set a company-wide default chart style. Our admin has already tried the usual steps.,urgent,how_to,0.6181,feature_request
CB-6653,chat,Enterprise,APAC,Sorry to bother you but Can you add keyboard shortcuts for the common actions? This is urgent. Please escalate if needed.,normal,how_to,0.5667,feature_request
CB-6544,in-app,Business,APAC,"morning, an offline mode for the mobile app would be valuable on site visits",low,feature_request,0.8478,feature_request
CB-6191,chat,Business,LATAM,The table sorts numbers as if they were text. We are on the Team plan.,urgent,bug_ui,0.9846,bug_ui
CB-6706,email,Enterprise,APAC,Following up: How can I see who changed a dashboard and when? I have cleared cache and tried incognito.,urgent,how_to,0.4997,how_to
CB-6036,in-app,Free,APAC,"hi team, we cannot tell from the invoice which team the seats belong to",high,billing_plan,0.8813,billing_plan
CB-6106,chat,Free,APAC,Raising this again: Our billing contact cannot access the billing settings page. Please advise.,low,billing_plan,0.3467,billing_plan
CB-7030,chat,Enterprise,APAC,"Hi, The integration marketplace listing says available but the button does nothing. This is blocking our weekly reporting. Not blocking but annoying. Ticket reference from last time was in the thread.",urgent,integrations,0.7807,integrations
CB-6022,email,Enterprise,APAC,Our billing contact cannot access the billing settings page. We need this resolved before month end.,urgent,billing_plan,0.5849,billing_plan
CB-6318,email,Team,EMEA,"Hello, The truncated numbers drop the thousands separator. It affects about a dozen people.",high,bug_ui,0.9681,bug_ui
CB-6811,chat,Team,North America,Quick one: What is the recommended way to onboard fifty new users at once? Thanks!,urgent,how_to,0.8829,how_to
CB-6141,email,Free,LATAM,Reporting on behalf of my team: I removed four users but the invoice still shows the old headcount.,low,bug_ui,0.6343,billing_plan
CB-6924,phone,Free,LATAM,Reporting on behalf of my team: The outbound webhook does not include the record identifier. Nothing changed on our side.,low,integrations,0.66,integrations
CB-6602,phone,Free,EMEA,"Hi, Please add support for importing from a spreadsheet template. Happy to jump on a call if easier.",normal,feature_request,0.7403,feature_request
CB-6049,in-app,Business,North America,The usage overage charge is much larger than we expected. Ticket reference from last time was in the thread.,high,billing_plan,0.4856,billing_plan
CB-7389,chat,Business,North America,"Hi, Duplicating a large dashboard takes several minutes. Ticket reference from last time was in the thread.",low,performance,0.8072,performance
CB-6792,phone,Team,EMEA,Second time asking about this. What happens to shared links when I archive a view?,urgent,integrations,0.2895,how_to
CB-7230,in-app,Business,LATAM,Raising this again: Typing in a long text field lags behind by half a second. Happens roughly half the time.,normal,performance,0.9512,performance
